broad_id,Compound,Compound_Category,target,Metadata_pert_id_dose,Metadata_mmoles_per_liter
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_10.0,10.0
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_3.33,3.3333
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_1.11,1.1111
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_10.0,10.0
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_3.33,3.3333
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_1.11,1.1111
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_10.0,10.0
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_3.33,3.3333
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_10.0,10.0
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_3.33,3.3333
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_1.11,1.1111
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_10.0,10.0
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_3.33,3.3333
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_1.11,1.1111
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_10.0,10.0
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_3.33,3.3333
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_1.11,1.1111
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_10.0,10.0
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_3.33,3.3333
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_1.11,1.1111
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_10.0,10.0
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_3.33,3.3333
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_1.11,1.1111
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_10.0,10.0
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_3.33,3.3333
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_1.11,1.1111
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_10.0,10.0
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_3.33,3.3333
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_1.11,1.1111
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_10.0,10.0
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_3.33,3.3333
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_1.11,1.1111
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_10.0,10.0
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_3.33,3.3333
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_10.0,10.0
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_3.33,3.3333
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_1.11,1.1111
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_10.0,10.0
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_3.33,3.3333
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_1.11,1.1111
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_10.0,10.0
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_3.33,3.3333
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_10.0,10.0
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_3.33,3.3333
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_1.11,1.1111
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_10.0,10.0
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_3.33,3.3333
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_1.11,1.1111
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_10.0,10.0
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_3.33,3.3333
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_1.11,1.1111
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_10.0,10.0
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_3.33,3.3333
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_1.11,1.1111
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_10.0,10.0
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_3.33,3.3333
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_1.11,1.1111
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_10.0,10.0
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_3.33,3.3333
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_1.11,1.1111
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_10.0,10.0
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_3.33,3.3333
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_1.11,1.1111
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_10.0,10.0
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_3.33,3.3333
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_1.11,1.1111
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_10.0,10.0
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_3.33,3.3333
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_10.0,10.0
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_3.33,3.3333
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_1.11,1.1111
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_10.0,10.0
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_3.33,3.3333
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_1.11,1.1111
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_10.0,10.0
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_3.33,3.3333
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_10.0,10.0
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_3.33,3.3333
BRD-K19352500,prochlorperazine,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,BRD-K19352500_1.11,1.1111
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_10.0,10.0
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_3.33,3.3333
BRD-A19661776,mianserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7,BRD-A19661776_1.11,1.1111
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_10.0,10.0
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_3.33,3.3333
BRD-A19736161,ondansetron,serotonin receptor antagonist,HTR3A|HTR3B,BRD-A19736161_1.11,1.1111
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_10.0,10.0
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_3.33,3.3333
BRD-K19687926,lapatinib,EGFR inhibitor,EGFR|ERBB2,BRD-K19687926_1.11,1.1111
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_10.0,10.0
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_3.33,3.3333
BRD-A20119038,mecamylamine,acetylcholine receptor antagonist,CHRNA1|CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB4,BRD-A20119038_1.11,1.1111
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_10.0,10.0
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_3.33,3.3333
BRD-A20126139,medrysone,glucocorticoid receptor agonist,NR3C1,BRD-A20126139_1.11,1.1111
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_10.0,10.0
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_3.33,3.3333
BRD-K23363278,CYT-997,tubulin polymerization inhibitor,TUBB,BRD-K23363278_1.11,1.1111
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_10.0,10.0
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_3.33,3.3333
BRD-K23677682,voreloxin,DNA inhibitor,TOP2A,BRD-K23677682_1.11,1.1111
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_10.0,10.0
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_3.33,3.3333
BRD-K24616672,procaine,HMGCR inhibitor,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,BRD-K24616672_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_10.0,10.0
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_3.33,3.3333
BRD-K24723746,solifenacin-succinate,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K24723746_1.11,1.1111
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_10.0,10.0
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_3.33,3.3333
BRD-K22134346,simvastatin,HMGCR inhibitor,HMGCR|ITGB2,BRD-K22134346_1.11,1.1111
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_10.0,10.0
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_3.33,3.3333
BRD-K25630527,LY2784544,JAK inhibitor,JAK2|JAK3,BRD-K25630527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A12077521,cefepime,bacterial cell wall synthesis inhibitor,,BRD-A12077521_10.0,10.0
BRD-A12077521,cefepime,bacterial cell wall synthesis inhibitor,,BRD-A12077521_3.33,3.3333
BRD-A12077521,cefepime,bacterial cell wall synthesis inhibitor,,BRD-A12077521_1.11,1.1111
BRD-K12423485,griseofulvin,tubulin polymerization inhibitor,KRT12,BRD-K12423485_10.0,10.0
BRD-K12423485,griseofulvin,tubulin polymerization inhibitor,KRT12,BRD-K12423485_3.33,3.3333
BRD-K12423485,griseofulvin,tubulin polymerization inhibitor,KRT12,BRD-K12423485_1.11,1.1111
BRD-K12539416,sulbutiamine,acetylcholine receptor antagonist,,BRD-K12539416_10.0,10.0
BRD-K12539416,sulbutiamine,acetylcholine receptor antagonist,,BRD-K12539416_3.33,3.3333
BRD-K12539416,sulbutiamine,acetylcholine receptor antagonist,,BRD-K12539416_1.11,1.1111
BRD-K12787259,CX-5461,RNA polymerase inhibitor,,BRD-K12787259_10.0,10.0
BRD-K12787259,CX-5461,RNA polymerase inhibitor,,BRD-K12787259_3.33,3.3333
BRD-K12787259,CX-5461,RNA polymerase inhibitor,,BRD-K12787259_1.11,1.1111
BRD-K12867552,PCI-24781,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6,BRD-K12867552_10.0,10.0
BRD-K12867552,PCI-24781,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6,BRD-K12867552_3.33,3.3333
BRD-K12867552,PCI-24781,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6,BRD-K12867552_1.11,1.1111
BRD-A12896037,cisapride,serotonin receptor agonist,HTR2A|HTR3A|HTR4|KCNH2,BRD-A12896037_10.0,10.0
BRD-A12896037,cisapride,serotonin receptor agonist,HTR2A|HTR3A|HTR4|KCNH2,BRD-A12896037_3.33,3.3333
BRD-A12896037,cisapride,serotonin receptor agonist,HTR2A|HTR3A|HTR4|KCNH2,BRD-A12896037_1.11,1.1111
BRD-K12994359,valdecoxib,cyclooxygenase inhibitor,CA12|PTGS2,BRD-K12994359_10.0,10.0
BRD-K12994359,valdecoxib,cyclooxygenase inhibitor,CA12|PTGS2,BRD-K12994359_3.33,3.3333
BRD-K12994359,valdecoxib,cyclooxygenase inhibitor,CA12|PTGS2,BRD-K12994359_1.11,1.1111
BRD-A13133631,fluorometholone,glucocorticoid receptor agonist,NR3C1,BRD-A13133631_10.0,10.0
BRD-A13133631,fluorometholone,glucocorticoid receptor agonist,NR3C1,BRD-A13133631_3.33,3.3333
BRD-A13133631,fluorometholone,glucocorticoid receptor agonist,NR3C1,BRD-A13133631_1.11,1.1111
BRD-K13154216,everolimus,mTOR inhibitor,MTOR,BRD-K13154216_10.0,10.0
BRD-K13154216,everolimus,mTOR inhibitor,MTOR,BRD-K13154216_3.33,3.3333
BRD-K13154216,everolimus,mTOR inhibitor,MTOR,BRD-K13154216_1.11,1.1111
BRD-A13188892,doxazosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-A13188892_10.0,10.0
BRD-A13188892,doxazosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-A13188892_3.33,3.3333
BRD-A13188892,doxazosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-A13188892_1.11,1.1111
BRD-K13390322,AT-7519,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CDK6|CDK9,BRD-K13390322_10.0,10.0
BRD-K13390322,AT-7519,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CDK6|CDK9,BRD-K13390322_3.33,3.3333
BRD-K13390322,AT-7519,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CDK6|CDK9,BRD-K13390322_1.11,1.1111
BRD-K13662825,dinaciclib,CDK inhibitor,CDK1|CDK2|CDK5|CDK9,BRD-K13662825_10.0,10.0
BRD-K13662825,dinaciclib,CDK inhibitor,CDK1|CDK2|CDK5|CDK9,BRD-K13662825_3.33,3.3333
BRD-K13662825,dinaciclib,CDK inhibitor,CDK1|CDK2|CDK5|CDK9,BRD-K13662825_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K14704277,cinoxacin,DNA inhibitor,,BRD-K14704277_10.0,10.0
BRD-K14704277,cinoxacin,DNA inhibitor,,BRD-K14704277_3.33,3.3333
BRD-K14704277,cinoxacin,DNA inhibitor,,BRD-K14704277_1.11,1.1111
BRD-A14966924,alaproclate,serotonin receptor antagonist,SLC6A4,BRD-A14966924_10.0,10.0
BRD-A14966924,alaproclate,serotonin receptor antagonist,SLC6A4,BRD-A14966924_3.33,3.3333
BRD-A14966924,alaproclate,serotonin receptor antagonist,SLC6A4,BRD-A14966924_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K15179879,carfilzomib,proteasome inhibitor,PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9,BRD-K15179879_10.0,10.0
